x,variable,value,L1,site,,,
26/10/2018,y,NA,OLI,Sval9,,,
02/11/2018,y,NA,OLI,As,,,
18/11/2018,y,-0.098,OLI,As,,,
20/11/2018,y,0.376,OLI,As,,,
20/11/2018,y,NA,OLI,Gs1,,,
20/11/2018,y,NA,OLI,Gs2,,,
20/11/2018,y,NA,OLI,Gs3,,,
20/11/2018,y,NA,OLI,Gs4,,,
20/11/2018,y,NA,OLI,Reveg,,,
20/11/2018,y,NA,OLI,Sval1,,,
20/11/2018,y,NA,OLI,Sval3,,,
20/11/2018,y,NA,OLI,Sval6,,,
20/11/2018,y,NA,OLI,Sval7,,,
20/11/2018,y,NA,OLI,Sval8,,,
20/11/2018,y,NA,OLI,Sval9,,,
20/12/2018,y,NA,OLI,As,,,
22/12/2018,y,NA,OLI,As,,,
22/12/2018,y,NA,OLI,Gs1,,,
22/12/2018,y,NA,OLI,Gs2,,,
22/12/2018,y,NA,OLI,Gs3,,,
22/12/2018,y,NA,OLI,Gs4,,,
22/12/2018,y,NA,OLI,Reveg,,,
22/12/2018,y,0.229,OLI,Sval1,,,
22/12/2018,y,NA,OLI,Sval3,,,
22/12/2018,y,NA,OLI,Sval6,,,
22/12/2018,y,NA,OLI,Sval7,,,
22/12/2018,y,NA,OLI,Sval8,,,
22/12/2018,y,NA,OLI,Sval9,,,
29/12/2018,y,NA,OLI,As,,,
29/12/2018,y,NA,OLI,Gs1,,,
29/12/2018,y,NA,OLI,Gs2,,,
29/12/2018,y,NA,OLI,Gs3,,,
29/12/2018,y,NA,OLI,Gs4,,,
29/12/2018,y,NA,OLI,Reveg,,,
29/12/2018,y,NA,OLI,Sval1,,,
29/12/2018,y,NA,OLI,Sval3,,,
29/12/2018,y,NA,OLI,Sval6,,,
29/12/2018,y,NA,OLI,Sval7,,,
29/12/2018,y,NA,OLI,Sval8,,,
29/12/2018,y,NA,OLI,Sval9,,,
07/01/2019,y,NA,OLI,As,,,
07/01/2019,y,-0.003,OLI,Gs1,,,
07/01/2019,y,-0.037,OLI,Gs2,,,
07/01/2019,y,NA,OLI,Gs3,,,
07/01/2019,y,-0.015,OLI,Gs4,,,
07/01/2019,y,-0.035,OLI,Reveg,,,
07/01/2019,y,-0.054,OLI,Sval1,,,
07/01/2019,y,-0.081,OLI,Sval3,,,
07/01/2019,y,-0.123,OLI,Sval6,,,
07/01/2019,y,-0.128,OLI,Sval7,,,
07/01/2019,y,-0.127,OLI,Sval8,,,
07/01/2019,y,-0.154,OLI,Sval9,,,
21/01/2019,y,NA,OLI,As,,,
23/01/2019,y,NA,OLI,As,,,
23/01/2019,y,NA,OLI,Gs1,,,
23/01/2019,y,NA,OLI,Gs2,,,
23/01/2019,y,NA,OLI,Gs3,,,
23/01/2019,y,NA,OLI,Gs4,,,
23/01/2019,y,NA,OLI,Reveg,,,
23/01/2019,y,NA,OLI,Sval1,,,
23/01/2019,y,NA,OLI,Sval3,,,
23/01/2019,y,NA,OLI,Sval6,,,
23/01/2019,y,NA,OLI,Sval7,,,
23/01/2019,y,NA,OLI,Sval8,,,
23/01/2019,y,NA,OLI,Sval9,,,
15/02/2019,y,NA,OLI,As,,,
15/02/2019,y,NA,OLI,Gs1,,,
15/02/2019,y,NA,OLI,Gs2,,,
15/02/2019,y,NA,OLI,Gs3,,,
15/02/2019,y,NA,OLI,Gs4,,,
15/02/2019,y,NA,OLI,Reveg,,,
15/02/2019,y,NA,OLI,Sval1,,,
15/02/2019,y,NA,OLI,Sval3,,,
15/02/2019,y,NA,OLI,Sval6,,,
15/02/2019,y,NA,OLI,Sval7,,,
15/02/2019,y,NA,OLI,Sval8,,,
15/02/2019,y,NA,OLI,Sval9,,,
24/02/2019,y,-0.064,OLI,As,,,
24/02/2019,y,NA,OLI,Gs1,,,
24/02/2019,y,NA,OLI,Gs2,,,
24/02/2019,y,NA,OLI,Gs3,,,
24/02/2019,y,NA,OLI,Gs4,,,
24/02/2019,y,NA,OLI,Reveg,,,
24/02/2019,y,NA,OLI,Sval1,,,
24/02/2019,y,NA,OLI,Sval3,,,
24/02/2019,y,NA,OLI,Sval6,,,
24/02/2019,y,NA,OLI,Sval7,,,
24/02/2019,y,NA,OLI,Sval8,,,
24/02/2019,y,NA,OLI,Sval9,,,
05/03/2019,y,NA,OLI,Gs1,,,
05/03/2019,y,NA,OLI,Gs2,,,
05/03/2019,y,NA,OLI,Gs3,,,
05/03/2019,y,NA,OLI,Gs4,,,
10/03/2019,y,NA,OLI,As,,,
19/03/2019,y,NA,OLI,As,,,
19/03/2019,y,NA,OLI,Gs1,,,
19/03/2019,y,NA,OLI,Gs2,,,
19/03/2019,y,NA,OLI,Gs3,,,
19/03/2019,y,NA,OLI,Gs4,,,
19/03/2019,y,NA,OLI,Reveg,,,
19/03/2019,y,0.235,OLI,Sval1,,,
19/03/2019,y,NA,OLI,Sval3,,,
19/03/2019,y,NA,OLI,Sval6,,,
19/03/2019,y,NA,OLI,Sval7,,,
19/03/2019,y,NA,OLI,Sval8,,,
19/03/2019,y,NA,OLI,Sval9,,,
21/03/2019,y,NA,OLI,Gs1,,,
21/03/2019,y,NA,OLI,Gs2,,,
21/03/2019,y,NA,OLI,Gs3,,,
21/03/2019,y,NA,OLI,Gs4,,,
26/03/2019,y,0.329,OLI,As,,,
26/03/2019,y,0.247,OLI,Sval1,,,
26/03/2019,y,NA,OLI,Sval3,,,
26/03/2019,y,NA,OLI,Sval6,,,
26/03/2019,y,NA,OLI,Sval7,,,
26/03/2019,y,NA,OLI,Sval8,,,
26/03/2019,y,NA,OLI,Sval9,,,
28/03/2019,y,NA,OLI,As,,,
28/03/2019,y,NA,OLI,Gs1,,,
28/03/2019,y,NA,OLI,Gs2,,,
28/03/2019,y,NA,OLI,Gs3,,,
28/03/2019,y,NA,OLI,Gs4,,,
28/03/2019,y,NA,OLI,Reveg,,,
28/03/2019,y,NA,OLI,Sval1,,,
28/03/2019,y,NA,OLI,Sval3,,,
28/03/2019,y,NA,OLI,Sval6,,,
28/03/2019,y,NA,OLI,Sval7,,,
28/03/2019,y,NA,OLI,Sval8,,,
28/03/2019,y,NA,OLI,Sval9,,,
04/04/2019,y,0.363,OLI,As,,,
04/04/2019,y,NA,OLI,Gs1,,,
04/04/2019,y,NA,OLI,Gs2,,,
04/04/2019,y,NA,OLI,Gs3,,,
04/04/2019,y,NA,OLI,Gs4,,,
04/04/2019,y,0.345,OLI,Reveg,,,
04/04/2019,y,0.376,OLI,Sval1,,,
04/04/2019,y,NA,OLI,Sval3,,,
04/04/2019,y,NA,OLI,Sval6,,,
04/04/2019,y,NA,OLI,Sval7,,,
04/04/2019,y,NA,OLI,Sval8,,,
04/04/2019,y,NA,OLI,Sval9,,,
06/04/2019,y,NA,OLI,Gs1,,,
06/04/2019,y,NA,OLI,Gs2,,,
06/04/2019,y,NA,OLI,Gs3,,,
06/04/2019,y,NA,OLI,Gs4,,,
11/04/2019,y,0.309,OLI,As,,,
11/04/2019,y,0.399,OLI,Sval1,,,
11/04/2019,y,NA,OLI,Sval3,,,
11/04/2019,y,NA,OLI,Sval6,,,
11/04/2019,y,NA,OLI,Sval7,,,
11/04/2019,y,NA,OLI,Sval8,,,
11/04/2019,y,NA,OLI,Sval9,,,
13/04/2019,y,0.394,OLI,As,,,
13/04/2019,y,0.275,OLI,Gs1,,,
13/04/2019,y,0.247,OLI,Gs2,,,
13/04/2019,y,0.273,OLI,Gs3,,,
13/04/2019,y,0.273,OLI,Gs4,,,
13/04/2019,y,0.376,OLI,Reveg,,,
13/04/2019,y,0.454,OLI,Sval1,,,
13/04/2019,y,NA,OLI,Sval3,,,
13/04/2019,y,NA,OLI,Sval6,,,
13/04/2019,y,NA,OLI,Sval7,,,
13/04/2019,y,NA,OLI,Sval8,,,
13/04/2019,y,NA,OLI,Sval9,,,
20/04/2019,y,0.493,OLI,As,,,
20/04/2019,y,0.45,OLI,Gs1,,,
20/04/2019,y,0.443,OLI,Gs2,,,
20/04/2019,y,0.467,OLI,Gs3,,,
20/04/2019,y,0.438,OLI,Gs4,,,
20/04/2019,y,0.477,OLI,Reveg,,,
20/04/2019,y,0.291,OLI,Sval1,,,
20/04/2019,y,0.446,OLI,Sval3,,,
20/04/2019,y,0.322,OLI,Sval6,,,
20/04/2019,y,0.392,OLI,Sval7,,,
20/04/2019,y,0.309,OLI,Sval8,,,
20/04/2019,y,0.331,OLI,Sval9,,,
27/04/2019,y,0.497,OLI,As,,,
27/04/2019,y,NA,OLI,Gs1,,,
27/04/2019,y,NA,OLI,Gs2,,,
27/04/2019,y,NA,OLI,Gs3,,,
27/04/2019,y,NA,OLI,Gs4,,,
27/04/2019,y,NA,OLI,Reveg,,,
27/04/2019,y,NA,OLI,Sval1,,,
27/04/2019,y,NA,OLI,Sval3,,,
27/04/2019,y,NA,OLI,Sval6,,,
27/04/2019,y,NA,OLI,Sval7,,,
27/04/2019,y,NA,OLI,Sval8,,,
27/04/2019,y,NA,OLI,Sval9,,,
06/05/2019,y,0.436,OLI,As,,,
06/05/2019,y,NA,OLI,Gs1,,,
06/05/2019,y,NA,OLI,Gs2,,,
06/05/2019,y,NA,OLI,Gs3,,,
06/05/2019,y,NA,OLI,Gs4,,,
06/05/2019,y,NA,OLI,Reveg,,,
06/05/2019,y,NA,OLI,Sval1,,,
06/05/2019,y,NA,OLI,Sval3,,,
06/05/2019,y,NA,OLI,Sval6,,,
06/05/2019,y,NA,OLI,Sval7,,,
06/05/2019,y,NA,OLI,Sval8,,,
06/05/2019,y,NA,OLI,Sval9,,,
15/05/2019,y,NA,OLI,As,,,
15/05/2019,y,NA,OLI,Gs1,,,
15/05/2019,y,NA,OLI,Gs2,,,
15/05/2019,y,NA,OLI,Gs3,,,
15/05/2019,y,NA,OLI,Gs4,,,
15/05/2019,y,NA,OLI,Reveg,,,
15/05/2019,y,NA,OLI,Sval1,,,
15/05/2019,y,NA,OLI,Sval3,,,
15/05/2019,y,NA,OLI,Sval6,,,
15/05/2019,y,NA,OLI,Sval7,,,
15/05/2019,y,NA,OLI,Sval8,,,
15/05/2019,y,NA,OLI,Sval9,,,
29/05/2019,y,NA,OLI,As,,,
31/05/2019,y,NA,OLI,As,,,
31/05/2019,y,NA,OLI,Gs1,,,
31/05/2019,y,NA,OLI,Gs2,,,
31/05/2019,y,NA,OLI,Gs3,,,
31/05/2019,y,NA,OLI,Gs4,,,
31/05/2019,y,NA,OLI,Reveg,,,
31/05/2019,y,NA,OLI,Sval1,,,
31/05/2019,y,NA,OLI,Sval3,,,
31/05/2019,y,NA,OLI,Sval6,,,
31/05/2019,y,NA,OLI,Sval7,,,
31/05/2019,y,NA,OLI,Sval8,,,
31/05/2019,y,NA,OLI,Sval9,,,
07/06/2019,y,0.555,OLI,As,,,
07/06/2019,y,0.504,OLI,Gs1,,,
07/06/2019,y,0.507,OLI,Gs2,,,
07/06/2019,y,0.516,OLI,Gs3,,,
07/06/2019,y,0.5,OLI,Gs4,,,
07/06/2019,y,0.522,OLI,Reveg,,,
07/06/2019,y,0.522,OLI,Sval1,,,
07/06/2019,y,0.503,OLI,Sval3,,,
07/06/2019,y,0.43,OLI,Sval6,,,
07/06/2019,y,0.49,OLI,Sval7,,,
07/06/2019,y,0.442,OLI,Sval8,,,
07/06/2019,y,0.442,OLI,Sval9,,,
14/06/2019,y,NA,OLI,As,,,
16/06/2019,y,NA,OLI,As,,,
16/06/2019,y,0.527,OLI,Gs1,,,
16/06/2019,y,0.529,OLI,Gs2,,,
16/06/2019,y,0.545,OLI,Gs3,,,
16/06/2019,y,0.526,OLI,Gs4,,,
16/06/2019,y,0.549,OLI,Reveg,,,
16/06/2019,y,NA,OLI,Sval1,,,
16/06/2019,y,0.537,OLI,Sval3,,,
16/06/2019,y,0.456,OLI,Sval6,,,
16/06/2019,y,0.495,OLI,Sval7,,,
16/06/2019,y,0.455,OLI,Sval8,,,
16/06/2019,y,0.415,OLI,Sval9,,,
23/06/2019,y,0.613,OLI,As,,,
23/06/2019,y,0.561,OLI,Gs1,,,
23/06/2019,y,0.563,OLI,Gs2,,,
23/06/2019,y,0.577,OLI,Gs3,,,
23/06/2019,y,0.56,OLI,Gs4,,,
23/06/2019,y,0.584,OLI,Reveg,,,
23/06/2019,y,0.581,OLI,Sval1,,,
23/06/2019,y,0.56,OLI,Sval3,,,
23/06/2019,y,0.503,OLI,Sval6,,,
23/06/2019,y,0.563,OLI,Sval7,,,
23/06/2019,y,0.521,OLI,Sval8,,,
23/06/2019,y,0.501,OLI,Sval9,,,
25/06/2019,y,0.483,OLI,As,,,
25/06/2019,y,NA,OLI,Gs1,,,
25/06/2019,y,NA,OLI,Gs2,,,
25/06/2019,y,NA,OLI,Gs3,,,
25/06/2019,y,NA,OLI,Gs4,,,
25/06/2019,y,NA,OLI,Reveg,,,
25/06/2019,y,NA,OLI,Sval1,,,
25/06/2019,y,NA,OLI,Sval3,,,
25/06/2019,y,NA,OLI,Sval6,,,
25/06/2019,y,NA,OLI,Sval7,,,
25/06/2019,y,NA,OLI,Sval8,,,
25/06/2019,y,NA,OLI,Sval9,,,
30/06/2019,y,NA,OLI,As,,,
02/07/2019,y,NA,OLI,As,,,
02/07/2019,y,NA,OLI,Gs1,,,
02/07/2019,y,NA,OLI,Gs2,,,
02/07/2019,y,NA,OLI,Gs3,,,
02/07/2019,y,NA,OLI,Gs4,,,
02/07/2019,y,NA,OLI,Reveg,,,
02/07/2019,y,NA,OLI,Sval1,,,
02/07/2019,y,NA,OLI,Sval3,,,
02/07/2019,y,NA,OLI,Sval6,,,
02/07/2019,y,NA,OLI,Sval7,,,
02/07/2019,y,NA,OLI,Sval8,,,
02/07/2019,y,NA,OLI,Sval9,,,
09/07/2019,y,NA,OLI,As,,,
09/07/2019,y,0.609,OLI,Gs1,,,
09/07/2019,y,0.608,OLI,Gs2,,,
09/07/2019,y,0.629,OLI,Gs3,,,
09/07/2019,y,0.606,OLI,Gs4,,,
09/07/2019,y,0.638,OLI,Reveg,,,
09/07/2019,y,0.62,OLI,Sval1,,,
09/07/2019,y,0.598,OLI,Sval3,,,
09/07/2019,y,0.543,OLI,Sval6,,,
09/07/2019,y,0.582,OLI,Sval7,,,
09/07/2019,y,0.571,OLI,Sval8,,,
09/07/2019,y,0.549,OLI,Sval9,,,
11/07/2019,y,NA,OLI,As,,,
11/07/2019,y,NA,OLI,Gs1,,,
11/07/2019,y,NA,OLI,Gs2,,,
11/07/2019,y,NA,OLI,Gs3,,,
11/07/2019,y,NA,OLI,Gs4,,,
11/07/2019,y,NA,OLI,Reveg,,,
11/07/2019,y,NA,OLI,Sval1,,,
11/07/2019,y,NA,OLI,Sval3,,,
11/07/2019,y,NA,OLI,Sval6,,,
11/07/2019,y,NA,OLI,Sval7,,,
11/07/2019,y,NA,OLI,Sval8,,,
11/07/2019,y,NA,OLI,Sval9,,,
25/07/2019,y,NA,OLI,As,,,
25/07/2019,y,NA,OLI,Gs1,,,
25/07/2019,y,NA,OLI,Gs2,,,
25/07/2019,y,NA,OLI,Gs3,,,
25/07/2019,y,NA,OLI,Gs4,,,
25/07/2019,y,NA,OLI,Reveg,,,
25/07/2019,y,NA,OLI,Sval1,,,
25/07/2019,y,NA,OLI,Sval3,,,
25/07/2019,y,NA,OLI,Sval6,,,
25/07/2019,y,NA,OLI,Sval7,,,
25/07/2019,y,NA,OLI,Sval8,,,
25/07/2019,y,NA,OLI,Sval9,,,
01/08/2019,y,0.701,OLI,As,,,
01/08/2019,y,NA,OLI,Gs1,,,
01/08/2019,y,NA,OLI,Gs2,,,
01/08/2019,y,NA,OLI,Gs3,,,
01/08/2019,y,NA,OLI,Gs4,,,
01/08/2019,y,NA,OLI,Reveg,,,
01/08/2019,y,0.545,OLI,Sval1,,,
01/08/2019,y,0.595,OLI,Sval3,,,
01/08/2019,y,0.53,OLI,Sval6,,,
01/08/2019,y,0.535,OLI,Sval7,,,
01/08/2019,y,0.581,OLI,Sval8,,,
01/08/2019,y,0.576,OLI,Sval9,,,
03/08/2019,y,NA,OLI,As,,,
03/08/2019,y,NA,OLI,Gs1,,,
03/08/2019,y,NA,OLI,Gs2,,,
03/08/2019,y,NA,OLI,Gs3,,,
03/08/2019,y,NA,OLI,Gs4,,,
03/08/2019,y,NA,OLI,Reveg,,,
03/08/2019,y,NA,OLI,Sval1,,,
03/08/2019,y,NA,OLI,Sval3,,,
03/08/2019,y,NA,OLI,Sval6,,,
03/08/2019,y,NA,OLI,Sval7,,,
03/08/2019,y,NA,OLI,Sval8,,,
03/08/2019,y,NA,OLI,Sval9,,,
10/08/2019,y,NA,OLI,As,,,
10/08/2019,y,NA,OLI,Gs1,,,
10/08/2019,y,NA,OLI,Gs2,,,
10/08/2019,y,NA,OLI,Gs3,,,
10/08/2019,y,NA,OLI,Gs4,,,
10/08/2019,y,NA,OLI,Reveg,,,
10/08/2019,y,NA,OLI,Sval1,,,
10/08/2019,y,NA,OLI,Sval3,,,
10/08/2019,y,NA,OLI,Sval6,,,
10/08/2019,y,NA,OLI,Sval7,,,
10/08/2019,y,NA,OLI,Sval8,,,
10/08/2019,y,NA,OLI,Sval9,,,
17/08/2019,y,NA,OLI,As,,,
19/08/2019,y,NA,OLI,As,,,
19/08/2019,y,NA,OLI,Gs1,,,
19/08/2019,y,NA,OLI,Gs2,,,
19/08/2019,y,NA,OLI,Gs3,,,
19/08/2019,y,NA,OLI,Gs4,,,
19/08/2019,y,NA,OLI,Reveg,,,
19/08/2019,y,NA,OLI,Sval1,,,
19/08/2019,y,NA,OLI,Sval3,,,
19/08/2019,y,NA,OLI,Sval6,,,
19/08/2019,y,NA,OLI,Sval7,,,
19/08/2019,y,NA,OLI,Sval8,,,
19/08/2019,y,NA,OLI,Sval9,,,
26/08/2019,y,NA,OLI,As,,,
26/08/2019,y,NA,OLI,Gs1,,,
26/08/2019,y,NA,OLI,Gs2,,,
26/08/2019,y,NA,OLI,Gs3,,,
26/08/2019,y,NA,OLI,Gs4,,,
26/08/2019,y,NA,OLI,Reveg,,,
26/08/2019,y,NA,OLI,Sval1,,,
26/08/2019,y,NA,OLI,Sval3,,,
26/08/2019,y,NA,OLI,Sval6,,,
26/08/2019,y,NA,OLI,Sval7,,,
26/08/2019,y,NA,OLI,Sval8,,,
26/08/2019,y,NA,OLI,Sval9,,,
02/09/2019,y,NA,OLI,As,,,
04/09/2019,y,NA,OLI,As,,,
04/09/2019,y,NA,OLI,Gs1,,,
04/09/2019,y,NA,OLI,Gs2,,,
04/09/2019,y,NA,OLI,Gs3,,,
04/09/2019,y,NA,OLI,Gs4,,,
04/09/2019,y,NA,OLI,Reveg,,,
04/09/2019,y,NA,OLI,Sval1,,,
04/09/2019,y,NA,OLI,Sval3,,,
04/09/2019,y,NA,OLI,Sval6,,,
04/09/2019,y,NA,OLI,Sval7,,,
04/09/2019,y,NA,OLI,Sval8,,,
04/09/2019,y,NA,OLI,Sval9,,,
20/09/2019,y,NA,OLI,As,,,
20/09/2019,y,NA,OLI,Gs1,,,
20/09/2019,y,NA,OLI,Gs2,,,
20/09/2019,y,NA,OLI,Gs3,,,
20/09/2019,y,NA,OLI,Gs4,,,
20/09/2019,y,NA,OLI,Reveg,,,
20/09/2019,y,NA,OLI,Sval1,,,
20/09/2019,y,NA,OLI,Sval3,,,
20/09/2019,y,NA,OLI,Sval6,,,
20/09/2019,y,NA,OLI,Sval7,,,
20/09/2019,y,NA,OLI,Sval8,,,
20/09/2019,y,NA,OLI,Sval9,,,
04/10/2019,y,NA,OLI,As,,,
04/10/2019,y,NA,OLI,Reveg,,,
04/10/2019,y,NA,OLI,Sval1,,,
04/10/2019,y,NA,OLI,Sval3,,,
04/10/2019,y,NA,OLI,Sval6,,,
04/10/2019,y,NA,OLI,Sval7,,,
04/10/2019,y,NA,OLI,Sval8,,,
04/10/2019,y,NA,OLI,Sval9,,,
13/10/2019,y,0.493,OLI,As,,,
13/10/2019,y,0.344,OLI,Gs1,,,
13/10/2019,y,0.383,OLI,Gs2,,,
13/10/2019,y,0.359,OLI,Gs3,,,
13/10/2019,y,0.381,OLI,Gs4,,,
13/10/2019,y,0.471,OLI,Reveg,,,
13/10/2019,y,0.335,OLI,Sval1,,,
13/10/2019,y,0.216,OLI,Sval3,,,
13/10/2019,y,0.21,OLI,Sval6,,,
13/10/2019,y,0.232,OLI,Sval7,,,
13/10/2019,y,0.304,OLI,Sval8,,,
13/10/2019,y,NA,OLI,Sval9,,,
20/10/2019,y,NA,OLI,As,,,
20/10/2019,y,NA,OLI,Reveg,,,
20/10/2019,y,NA,OLI,Sval1,,,
20/10/2019,y,NA,OLI,Sval3,,,
20/10/2019,y,NA,OLI,Sval6,,,
20/10/2019,y,NA,OLI,Sval7,,,
20/10/2019,y,NA,OLI,Sval8,,,
20/10/2019,y,NA,OLI,Sval9,,,
22/10/2019,y,NA,OLI,As,,,
22/10/2019,y,NA,OLI,Gs1,,,
22/10/2019,y,NA,OLI,Gs2,,,
22/10/2019,y,NA,OLI,Gs3,,,
22/10/2019,y,NA,OLI,Gs4,,,
22/10/2019,y,NA,OLI,Reveg,,,
22/10/2019,y,NA,OLI,Sval1,,,
22/10/2019,y,NA,OLI,Sval3,,,
22/10/2019,y,NA,OLI,Sval6,,,
22/10/2019,y,NA,OLI,Sval7,,,
22/10/2019,y,NA,OLI,Sval8,,,
22/10/2019,y,NA,OLI,Sval9,,,
05/11/2019,y,0.206,OLI,As,,,
07/11/2019,y,0.316,OLI,As,,,
07/11/2019,y,NA,OLI,Gs1,,,
07/11/2019,y,NA,OLI,Gs2,,,
07/11/2019,y,NA,OLI,Gs3,,,
07/11/2019,y,NA,OLI,Gs4,,,
07/11/2019,y,NA,OLI,Reveg,,,
07/11/2019,y,NA,OLI,Sval1,,,
07/11/2019,y,NA,OLI,Sval3,,,
07/11/2019,y,NA,OLI,Sval6,,,
07/11/2019,y,NA,OLI,Sval7,,,
07/11/2019,y,NA,OLI,Sval8,,,
07/11/2019,y,NA,OLI,Sval9,,,
14/11/2019,y,NA,OLI,As,,,
14/11/2019,y,NA,OLI,Gs1,,,
14/11/2019,y,NA,OLI,Gs2,,,
14/11/2019,y,NA,OLI,Gs3,,,
14/11/2019,y,NA,OLI,Gs4,,,
14/11/2019,y,NA,OLI,Reveg,,,
14/11/2019,y,NA,OLI,Sval1,,,
14/11/2019,y,NA,OLI,Sval3,,,
14/11/2019,y,NA,OLI,Sval6,,,
14/11/2019,y,NA,OLI,Sval7,,,
14/11/2019,y,NA,OLI,Sval8,,,
14/11/2019,y,NA,OLI,Sval9,,,
30/11/2019,y,NA,OLI,As,,,
30/11/2019,y,NA,OLI,Gs1,,,
30/11/2019,y,NA,OLI,Gs2,,,
30/11/2019,y,NA,OLI,Gs3,,,
30/11/2019,y,NA,OLI,Gs4,,,
30/11/2019,y,NA,OLI,Reveg,,,
30/11/2019,y,NA,OLI,Sval1,,,
30/11/2019,y,NA,OLI,Sval3,,,
30/11/2019,y,NA,OLI,Sval6,,,
30/11/2019,y,NA,OLI,Sval7,,,
30/11/2019,y,NA,OLI,Sval8,,,
30/11/2019,y,NA,OLI,Sval9,,,
07/12/2019,y,NA,OLI,As,,,
02/02/2020,y,NA,OLI,Gs1,,,
02/02/2020,y,NA,OLI,Gs2,,,
02/02/2020,y,NA,OLI,Gs3,,,
02/02/2020,y,NA,OLI,Gs4,,,
02/02/2020,y,NA,OLI,Reveg,,,
02/02/2020,y,NA,OLI,Sval1,,,
02/02/2020,y,NA,OLI,Sval3,,,
02/02/2020,y,NA,OLI,Sval6,,,
02/02/2020,y,NA,OLI,Sval7,,,
02/02/2020,y,NA,OLI,Sval8,,,
02/02/2020,y,NA,OLI,Sval9,,,
11/02/2020,y,NA,OLI,As,,,
11/02/2020,y,NA,OLI,Gs1,,,
11/02/2020,y,NA,OLI,Gs2,,,
11/02/2020,y,NA,OLI,Gs3,,,
11/02/2020,y,NA,OLI,Gs4,,,
11/02/2020,y,NA,OLI,Reveg,,,
11/02/2020,y,NA,OLI,Sval1,,,
11/02/2020,y,NA,OLI,Sval3,,,
11/02/2020,y,NA,OLI,Sval6,,,
11/02/2020,y,NA,OLI,Sval7,,,
11/02/2020,y,NA,OLI,Sval8,,,
11/02/2020,y,NA,OLI,Sval9,,,
25/02/2020,y,NA,OLI,As,,,
05/03/2020,y,NA,OLI,As,,,
05/03/2020,y,NA,OLI,Gs1,,,
05/03/2020,y,NA,OLI,Gs2,,,
05/03/2020,y,NA,OLI,Gs3,,,
05/03/2020,y,NA,OLI,Gs4,,,
05/03/2020,y,NA,OLI,Reveg,,,
05/03/2020,y,NA,OLI,Sval1,,,
05/03/2020,y,NA,OLI,Sval3,,,
05/03/2020,y,NA,OLI,Sval6,,,
05/03/2020,y,NA,OLI,Sval7,,,
05/03/2020,y,NA,OLI,Sval8,,,
05/03/2020,y,NA,OLI,Sval9,,,
12/03/2020,y,NA,OLI,As,,,
14/03/2020,y,NA,OLI,As,,,
14/03/2020,y,NA,OLI,Gs1,,,
14/03/2020,y,NA,OLI,Gs2,,,
14/03/2020,y,NA,OLI,Gs3,,,
14/03/2020,y,NA,OLI,Gs4,,,
14/03/2020,y,NA,OLI,Reveg,,,
14/03/2020,y,NA,OLI,Sval1,,,
14/03/2020,y,NA,OLI,Sval3,,,
14/03/2020,y,NA,OLI,Sval6,,,
14/03/2020,y,NA,OLI,Sval7,,,
14/03/2020,y,NA,OLI,Sval8,,,
14/03/2020,y,NA,OLI,Sval9,,,
28/03/2020,y,NA,OLI,As,,,
28/03/2020,y,NA,OLI,Sval1,,,
28/03/2020,y,NA,OLI,Sval3,,,
28/03/2020,y,NA,OLI,Sval6,,,
28/03/2020,y,NA,OLI,Sval7,,,
28/03/2020,y,NA,OLI,Sval8,,,
28/03/2020,y,NA,OLI,Sval9,,,
30/03/2020,y,NA,OLI,As,,,
30/03/2020,y,NA,OLI,Gs1,,,
30/03/2020,y,NA,OLI,Gs2,,,
30/03/2020,y,NA,OLI,Gs3,,,
30/03/2020,y,NA,OLI,Gs4,,,
30/03/2020,y,NA,OLI,Reveg,,,
30/03/2020,y,NA,OLI,Sval1,,,
30/03/2020,y,NA,OLI,Sval3,,,
30/03/2020,y,NA,OLI,Sval6,,,
30/03/2020,y,NA,OLI,Sval7,,,
30/03/2020,y,NA,OLI,Sval8,,,
30/03/2020,y,NA,OLI,Sval9,,,
08/04/2020,y,NA,OLI,Gs1,,,
08/04/2020,y,NA,OLI,Gs2,,,
08/04/2020,y,NA,OLI,Gs3,,,
08/04/2020,y,NA,OLI,Gs4,,,
08/04/2020,y,NA,OLI,Reveg,,,
15/04/2020,y,NA,OLI,As,,,
15/04/2020,y,NA,OLI,Gs1,,,
15/04/2020,y,NA,OLI,Gs2,,,
15/04/2020,y,NA,OLI,Gs3,,,
15/04/2020,y,NA,OLI,Gs4,,,
15/04/2020,y,NA,OLI,Reveg,,,
15/04/2020,y,NA,OLI,Sval1,,,
15/04/2020,y,NA,OLI,Sval3,,,
15/04/2020,y,NA,OLI,Sval6,,,
15/04/2020,y,NA,OLI,Sval7,,,
15/04/2020,y,NA,OLI,Sval8,,,
15/04/2020,y,NA,OLI,Sval9,,,
22/04/2020,y,0.282,OLI,As,,,
22/04/2020,y,0.258,OLI,Gs1,,,
22/04/2020,y,0.218,OLI,Gs2,,,
22/04/2020,y,0.241,OLI,Gs3,,,
22/04/2020,y,0.244,OLI,Gs4,,,
22/04/2020,y,0.295,OLI,Reveg,,,
22/04/2020,y,NA,OLI,Sval1,,,
22/04/2020,y,0.255,OLI,Sval3,,,
22/04/2020,y,NA,OLI,Sval6,,,
22/04/2020,y,NA,OLI,Sval7,,,
22/04/2020,y,NA,OLI,Sval8,,,
22/04/2020,y,NA,OLI,Sval9,,,
