x,variable,value,L1,site,,,
03/06/2000,y,0.359,ETM+,Sval7,,,
03/06/2000,y,0.327,ETM+,Sval8,,,
03/06/2000,y,0.343,ETM+,Sval9,,,
12/06/2000,y,NA,ETM+,Gs1,,,
12/06/2000,y,NA,ETM+,Gs2,,,
12/06/2000,y,NA,ETM+,Gs3,,,
12/06/2000,y,NA,ETM+,Gs4,,,
12/06/2000,y,NA,ETM+,Reveg,,,
26/06/2000,y,0.572,ETM+,As,,,
26/06/2000,y,0.479,ETM+,Gs1,,,
26/06/2000,y,0.434,ETM+,Gs2,,,
26/06/2000,y,0.494,ETM+,Gs3,,,
26/06/2000,y,0.459,ETM+,Gs4,,,
26/06/2000,y,0.448,ETM+,Reveg,,,
26/06/2000,y,0.47,ETM+,Sval1,,,
26/06/2000,y,0.454,ETM+,Sval3,,,
26/06/2000,y,0.418,ETM+,Sval6,,,
26/06/2000,y,0.465,ETM+,Sval7,,,
26/06/2000,y,0.43,ETM+,Sval8,,,
26/06/2000,y,0.441,ETM+,Sval9,,,
28/06/2000,y,NA,ETM+,As,,,
28/06/2000,y,NA,ETM+,Gs1,,,
28/06/2000,y,NA,ETM+,Gs2,,,
28/06/2000,y,NA,ETM+,Gs3,,,
28/06/2000,y,NA,ETM+,Gs4,,,
28/06/2000,y,NA,ETM+,Reveg,,,
28/06/2000,y,0.254,ETM+,Sval1,,,
28/06/2000,y,NA,ETM+,Sval6,,,
28/06/2000,y,NA,ETM+,Sval7,,,
28/06/2000,y,NA,ETM+,Sval8,,,
28/06/2000,y,NA,ETM+,Sval9,,,
30/06/2000,y,NA,ETM+,Gs1,,,
30/06/2000,y,NA,ETM+,Gs2,,,
30/06/2000,y,NA,ETM+,Gs3,,,
30/06/2000,y,NA,ETM+,Gs4,,,
30/06/2000,y,NA,ETM+,Reveg,,,
30/06/2000,y,NA,ETM+,Sval1,,,
03/07/2000,y,0.565,ETM+,As,,,
03/07/2000,y,0.493,ETM+,Sval1,,,
03/07/2000,y,0.412,ETM+,Sval3,,,
03/07/2000,y,0.421,ETM+,Sval6,,,
03/07/2000,y,0.453,ETM+,Sval7,,,
03/07/2000,y,0.426,ETM+,Sval8,,,
03/07/2000,y,0.428,ETM+,Sval9,,,
05/07/2000,y,NA,ETM+,As,,,
05/07/2000,y,0.504,ETM+,Gs1,,,
05/07/2000,y,0.475,ETM+,Gs2,,,
05/07/2000,y,0.496,ETM+,Gs3,,,
05/07/2000,y,0.483,ETM+,Gs4,,,
05/07/2000,y,0.472,ETM+,Reveg,,,
05/07/2000,y,0.487,ETM+,Sval1,,,
05/07/2000,y,0.474,ETM+,Sval3,,,
05/07/2000,y,0.447,ETM+,Sval6,,,
05/07/2000,y,0.495,ETM+,Sval7,,,
05/07/2000,y,0.481,ETM+,Sval8,,,
05/07/2000,y,0.478,ETM+,Sval9,,,
14/07/2000,y,NA,ETM+,Gs1,,,
14/07/2000,y,NA,ETM+,Gs2,,,
14/07/2000,y,NA,ETM+,Gs3,,,
14/07/2000,y,NA,ETM+,Gs4,,,
14/07/2000,y,NA,ETM+,Reveg,,,
19/07/2000,y,0.64,ETM+,As,,,
19/07/2000,y,0.509,ETM+,Sval1,,,
19/07/2000,y,0.467,ETM+,Sval3,,,
19/07/2000,y,0.479,ETM+,Sval6,,,
19/07/2000,y,0.526,ETM+,Sval7,,,
19/07/2000,y,0.528,ETM+,Sval8,,,
19/07/2000,y,0.292,ETM+,Sval9,,,
30/07/2000,y,0.539,ETM+,Gs1,,,
30/07/2000,y,0.506,ETM+,Gs2,,,
30/07/2000,y,0.567,ETM+,Gs3,,,
30/07/2000,y,0.523,ETM+,Gs4,,,
30/07/2000,y,NA,ETM+,Reveg,,,
06/08/2000,y,0.648,ETM+,As,,,
06/08/2000,y,0.554,ETM+,Gs1,,,
06/08/2000,y,0.528,ETM+,Gs2,,,
06/08/2000,y,0.579,ETM+,Gs3,,,
06/08/2000,y,0.535,ETM+,Gs4,,,
06/08/2000,y,0.498,ETM+,Reveg,,,
06/08/2000,y,0.542,ETM+,Sval1,,,
06/08/2000,y,0.521,ETM+,Sval3,,,
06/08/2000,y,0.437,ETM+,Sval6,,,
06/08/2000,y,0.56,ETM+,Sval7,,,
06/08/2000,y,0.554,ETM+,Sval8,,,
06/08/2000,y,0.521,ETM+,Sval9,,,
13/08/2000,y,0.599,ETM+,As,,,
13/08/2000,y,0.552,ETM+,Gs1,,,
13/08/2000,y,0.496,ETM+,Gs2,,,
13/08/2000,y,0.58,ETM+,Gs3,,,
13/08/2000,y,0.515,ETM+,Gs4,,,
13/08/2000,y,0.521,ETM+,Reveg,,,
13/08/2000,y,0.532,ETM+,Sval1,,,
13/08/2000,y,NA,ETM+,Sval3,,,
13/08/2000,y,0.487,ETM+,Sval6,,,
13/08/2000,y,0.531,ETM+,Sval7,,,
13/08/2000,y,0.54,ETM+,Sval8,,,
13/08/2000,y,0.52,ETM+,Sval9,,,
20/08/2000,y,0.606,ETM+,As,,,
20/08/2000,y,0.541,ETM+,Sval1,,,
20/08/2000,y,0.5,ETM+,Sval3,,,
20/08/2000,y,0.387,ETM+,Sval6,,,
20/08/2000,y,0.475,ETM+,Sval7,,,
20/08/2000,y,0.675,ETM+,Sval8,,,
20/08/2000,y,0.509,ETM+,Sval9,,,
22/08/2000,y,NA,ETM+,As,,,
22/08/2000,y,0.487,ETM+,Gs1,,,
22/08/2000,y,0.406,ETM+,Gs2,,,
22/08/2000,y,0.522,ETM+,Gs3,,,
22/08/2000,y,0.499,ETM+,Gs4,,,
22/08/2000,y,0.522,ETM+,Reveg,,,
22/08/2000,y,0.409,ETM+,Sval1,,,
22/08/2000,y,NA,ETM+,Sval3,,,
22/08/2000,y,NA,ETM+,Sval6,,,
22/08/2000,y,NA,ETM+,Sval7,,,
22/08/2000,y,NA,ETM+,Sval8,,,
22/08/2000,y,NA,ETM+,Sval9,,,
31/08/2000,y,0.484,ETM+,Gs1,,,
31/08/2000,y,0.476,ETM+,Gs2,,,
31/08/2000,y,0.422,ETM+,Gs3,,,
31/08/2000,y,0.426,ETM+,Gs4,,,
31/08/2000,y,0.406,ETM+,Reveg,,,
31/08/2000,y,NA,ETM+,Sval1,,,
14/09/2000,y,NA,ETM+,As,,,
14/09/2000,y,NA,ETM+,Gs1,,,
14/09/2000,y,NA,ETM+,Gs2,,,
14/09/2000,y,NA,ETM+,Gs3,,,
14/09/2000,y,NA,ETM+,Gs4,,,
14/09/2000,y,NA,ETM+,Reveg,,,
14/09/2000,y,NA,ETM+,Sval1,,,
14/09/2000,y,NA,ETM+,Sval3,,,
14/09/2000,y,NA,ETM+,Sval6,,,
14/09/2000,y,NA,ETM+,Sval7,,,
14/09/2000,y,NA,ETM+,Sval8,,,
14/09/2000,y,NA,ETM+,Sval9,,,
16/09/2000,y,0.474,ETM+,Gs1,,,
16/09/2000,y,NA,ETM+,Gs2,,,
16/09/2000,y,0.421,ETM+,Gs3,,,
16/09/2000,y,NA,ETM+,Gs4,,,
16/09/2000,y,NA,ETM+,Reveg,,,
21/09/2000,y,NA,ETM+,As,,,
21/09/2000,y,0.448,ETM+,Sval1,,,
21/09/2000,y,NA,ETM+,Sval3,,,
21/09/2000,y,0.347,ETM+,Sval6,,,
21/09/2000,y,0.381,ETM+,Sval7,,,
21/09/2000,y,0.367,ETM+,Sval8,,,
21/09/2000,y,0.396,ETM+,Sval9,,,
23/09/2000,y,0.483,ETM+,As,,,
23/09/2000,y,0.443,ETM+,Gs1,,,
23/09/2000,y,0.417,ETM+,Gs2,,,
23/09/2000,y,0.456,ETM+,Gs3,,,
23/09/2000,y,0.429,ETM+,Gs4,,,
23/09/2000,y,0.461,ETM+,Reveg,,,
23/09/2000,y,0.445,ETM+,Sval1,,,
23/09/2000,y,0.419,ETM+,Sval3,,,
23/09/2000,y,0.379,ETM+,Sval6,,,
23/09/2000,y,0.42,ETM+,Sval7,,,
23/09/2000,y,0.406,ETM+,Sval8,,,
23/09/2000,y,0.411,ETM+,Sval9,,,
30/09/2000,y,NA,ETM+,As,,,
30/09/2000,y,NA,ETM+,Gs1,,,
30/09/2000,y,NA,ETM+,Gs2,,,
30/09/2000,y,NA,ETM+,Gs3,,,
30/09/2000,y,NA,ETM+,Gs4,,,
30/09/2000,y,NA,ETM+,Reveg,,,
30/09/2000,y,NA,ETM+,Sval1,,,
30/09/2000,y,NA,ETM+,Sval3,,,
30/09/2000,y,NA,ETM+,Sval6,,,
30/09/2000,y,NA,ETM+,Sval7,,,
30/09/2000,y,NA,ETM+,Sval8,,,
30/09/2000,y,NA,ETM+,Sval9,,,
07/10/2000,y,0.417,ETM+,As,,,
07/10/2000,y,NA,ETM+,Sval1,,,
07/10/2000,y,0.407,ETM+,Sval3,,,
07/10/2000,y,NA,ETM+,Sval6,,,
07/10/2000,y,0.419,ETM+,Sval7,,,
07/10/2000,y,0.346,ETM+,Sval8,,,
07/10/2000,y,NA,ETM+,Sval9,,,
16/10/2000,y,NA,ETM+,As,,,
16/10/2000,y,NA,ETM+,Gs1,,,
16/10/2000,y,NA,ETM+,Gs2,,,
16/10/2000,y,NA,ETM+,Gs3,,,
16/10/2000,y,NA,ETM+,Gs4,,,
16/10/2000,y,NA,ETM+,Reveg,,,
16/10/2000,y,NA,ETM+,Sval1,,,
16/10/2000,y,NA,ETM+,Sval3,,,
16/10/2000,y,NA,ETM+,Sval6,,,
16/10/2000,y,NA,ETM+,Sval7,,,
16/10/2000,y,NA,ETM+,Sval8,,,
16/10/2000,y,NA,ETM+,Sval9,,,
18/10/2000,y,NA,ETM+,Gs1,,,
18/10/2000,y,NA,ETM+,Gs2,,,
18/10/2000,y,NA,ETM+,Gs3,,,
18/10/2000,y,NA,ETM+,Gs4,,,
18/10/2000,y,NA,ETM+,Reveg,,,
18/03/2001,y,NA,ETM+,As,,,
18/03/2001,y,NA,ETM+,Gs1,,,
18/03/2001,y,NA,ETM+,Gs2,,,
18/03/2001,y,NA,ETM+,Gs3,,,
18/03/2001,y,NA,ETM+,Gs4,,,
18/03/2001,y,NA,ETM+,Reveg,,,
18/03/2001,y,0.044,ETM+,Sval1,,,
18/03/2001,y,NA,ETM+,Sval3,,,
18/03/2001,y,NA,ETM+,Sval6,,,
18/03/2001,y,NA,ETM+,Sval7,,,
18/03/2001,y,NA,ETM+,Sval8,,,
18/03/2001,y,NA,ETM+,Sval9,,,
25/03/2001,y,NA,ETM+,As,,,
25/03/2001,y,NA,ETM+,Gs1,,,
25/03/2001,y,NA,ETM+,Gs2,,,
25/03/2001,y,NA,ETM+,Gs3,,,
25/03/2001,y,NA,ETM+,Gs4,,,
25/03/2001,y,0.043,ETM+,Reveg,,,
25/03/2001,y,0.155,ETM+,Sval1,,,
25/03/2001,y,NA,ETM+,Sval3,,,
25/03/2001,y,NA,ETM+,Sval6,,,
25/03/2001,y,NA,ETM+,Sval7,,,
25/03/2001,y,NA,ETM+,Sval8,,,
25/03/2001,y,NA,ETM+,Sval9,,,
27/03/2001,y,NA,ETM+,Gs1,,,
27/03/2001,y,NA,ETM+,Gs2,,,
27/03/2001,y,NA,ETM+,Gs3,,,
27/03/2001,y,NA,ETM+,Gs4,,,
27/03/2001,y,NA,ETM+,Reveg,,,
17/04/2001,y,NA,ETM+,As,,,
17/04/2001,y,NA,ETM+,Reveg,,,
17/04/2001,y,0.2,ETM+,Sval1,,,
17/04/2001,y,NA,ETM+,Sval3,,,
17/04/2001,y,NA,ETM+,Sval6,,,
17/04/2001,y,NA,ETM+,Sval7,,,
17/04/2001,y,NA,ETM+,Sval8,,,
17/04/2001,y,NA,ETM+,Sval9,,,
19/04/2001,y,NA,ETM+,As,,,
19/04/2001,y,NA,ETM+,Gs1,,,
19/04/2001,y,NA,ETM+,Gs2,,,
19/04/2001,y,NA,ETM+,Gs3,,,
19/04/2001,y,NA,ETM+,Gs4,,,
19/04/2001,y,0.129,ETM+,Reveg,,,
19/04/2001,y,0.174,ETM+,Sval1,,,
19/04/2001,y,NA,ETM+,Sval3,,,
19/04/2001,y,NA,ETM+,Sval6,,,
19/04/2001,y,NA,ETM+,Sval7,,,
19/04/2001,y,NA,ETM+,Sval8,,,
19/04/2001,y,NA,ETM+,Sval9,,,
26/04/2001,y,0.211,ETM+,As,,,
26/04/2001,y,NA,ETM+,Gs1,,,
26/04/2001,y,NA,ETM+,Gs2,,,
26/04/2001,y,NA,ETM+,Gs3,,,
26/04/2001,y,NA,ETM+,Gs4,,,
26/04/2001,y,NA,ETM+,Reveg,,,
26/04/2001,y,NA,ETM+,Sval1,,,
26/04/2001,y,NA,ETM+,Sval3,,,
26/04/2001,y,NA,ETM+,Sval6,,,
26/04/2001,y,NA,ETM+,Sval7,,,
26/04/2001,y,NA,ETM+,Sval8,,,
26/04/2001,y,NA,ETM+,Sval9,,,
05/05/2001,y,NA,ETM+,As,,,
05/05/2001,y,NA,ETM+,Gs1,,,
05/05/2001,y,NA,ETM+,Gs2,,,
05/05/2001,y,NA,ETM+,Gs3,,,
05/05/2001,y,NA,ETM+,Gs4,,,
05/05/2001,y,NA,ETM+,Reveg,,,
05/05/2001,y,NA,ETM+,Sval1,,,
05/05/2001,y,NA,ETM+,Sval3,,,
05/05/2001,y,NA,ETM+,Sval6,,,
05/05/2001,y,NA,ETM+,Sval7,,,
05/05/2001,y,NA,ETM+,Sval8,,,
05/05/2001,y,NA,ETM+,Sval9,,,
12/05/2001,y,0.191,ETM+,As,,,
12/05/2001,y,NA,ETM+,Gs1,,,
12/05/2001,y,NA,ETM+,Gs2,,,
12/05/2001,y,NA,ETM+,Gs3,,,
12/05/2001,y,NA,ETM+,Gs4,,,
12/05/2001,y,NA,ETM+,Reveg,,,
12/05/2001,y,NA,ETM+,Sval1,,,
12/05/2001,y,NA,ETM+,Sval3,,,
12/05/2001,y,0.086,ETM+,Sval6,,,
12/05/2001,y,0.168,ETM+,Sval7,,,
12/05/2001,y,0.221,ETM+,Sval8,,,
12/05/2001,y,0.149,ETM+,Sval9,,,
14/05/2001,y,NA,ETM+,Gs1,,,
14/05/2001,y,NA,ETM+,Gs2,,,
14/05/2001,y,NA,ETM+,Gs3,,,
14/05/2001,y,NA,ETM+,Gs4,,,
14/05/2001,y,NA,ETM+,Reveg,,,
30/05/2001,y,NA,ETM+,Gs1,,,
30/05/2001,y,NA,ETM+,Gs2,,,
30/05/2001,y,NA,ETM+,Gs3,,,
30/05/2001,y,NA,ETM+,Gs4,,,
30/05/2001,y,NA,ETM+,Reveg,,,
30/05/2001,y,NA,ETM+,Sval1,,,
13/06/2001,y,0.325,ETM+,Gs1,,,
13/06/2001,y,0.306,ETM+,Gs2,,,
13/06/2001,y,0.306,ETM+,Gs3,,,
13/06/2001,y,0.308,ETM+,Gs4,,,
13/06/2001,y,0.298,ETM+,Reveg,,,
13/06/2001,y,0.355,ETM+,Sval1,,,
13/06/2001,y,0.344,ETM+,Sval3,,,
13/06/2001,y,0.275,ETM+,Sval6,,,
13/06/2001,y,NA,ETM+,Sval9,,,
15/06/2001,y,0.357,ETM+,Gs1,,,
15/06/2001,y,0.33,ETM+,Gs2,,,
15/06/2001,y,0.325,ETM+,Gs3,,,
15/06/2001,y,0.342,ETM+,Gs4,,,
15/06/2001,y,NA,ETM+,Reveg,,,
22/06/2001,y,NA,ETM+,As,,,
22/06/2001,y,0.383,ETM+,Gs1,,,
22/06/2001,y,0.365,ETM+,Gs2,,,
22/06/2001,y,0.4,ETM+,Gs3,,,
22/06/2001,y,0.373,ETM+,Gs4,,,
22/06/2001,y,0.342,ETM+,Reveg,,,
22/06/2001,y,0.39,ETM+,Sval1,,,
22/06/2001,y,0.379,ETM+,Sval3,,,
22/06/2001,y,0.302,ETM+,Sval6,,,
22/06/2001,y,0.357,ETM+,Sval7,,,
22/06/2001,y,0.32,ETM+,Sval8,,,
22/06/2001,y,0.29,ETM+,Sval9,,,
29/06/2001,y,NA,ETM+,As,,,
29/06/2001,y,0.434,ETM+,Gs1,,,
29/06/2001,y,0.43,ETM+,Gs2,,,
29/06/2001,y,0.457,ETM+,Gs3,,,
29/06/2001,y,0.432,ETM+,Gs4,,,
29/06/2001,y,0.396,ETM+,Reveg,,,
29/06/2001,y,NA,ETM+,Sval1,,,
29/06/2001,y,0.301,ETM+,Sval3,,,
29/06/2001,y,0.329,ETM+,Sval6,,,
29/06/2001,y,0.408,ETM+,Sval7,,,
29/06/2001,y,0.398,ETM+,Sval8,,,
29/06/2001,y,NA,ETM+,Sval9,,,
01/07/2001,y,NA,ETM+,Gs1,,,
01/07/2001,y,NA,ETM+,Gs2,,,
01/07/2001,y,NA,ETM+,Gs3,,,
01/07/2001,y,NA,ETM+,Gs4,,,
01/07/2001,y,NA,ETM+,Reveg,,,
06/07/2001,y,NA,ETM+,As,,,
06/07/2001,y,NA,ETM+,Sval1,,,
06/07/2001,y,NA,ETM+,Sval3,,,
06/07/2001,y,NA,ETM+,Sval6,,,
06/07/2001,y,0.305,ETM+,Sval7,,,
06/07/2001,y,NA,ETM+,Sval9,,,
15/07/2001,y,NA,ETM+,Gs1,,,
15/07/2001,y,NA,ETM+,Gs2,,,
15/07/2001,y,NA,ETM+,Gs3,,,
15/07/2001,y,NA,ETM+,Gs4,,,
15/07/2001,y,NA,ETM+,Reveg,,,
15/07/2001,y,NA,ETM+,Sval1,,,
15/07/2001,y,NA,ETM+,Sval3,,,
15/07/2001,y,NA,ETM+,Sval6,,,
15/07/2001,y,NA,ETM+,Sval7,,,
15/07/2001,y,NA,ETM+,Sval8,,,
15/07/2001,y,NA,ETM+,Sval9,,,
17/07/2001,y,NA,ETM+,Gs1,,,
17/07/2001,y,NA,ETM+,Gs2,,,
17/07/2001,y,NA,ETM+,Gs3,,,
17/07/2001,y,NA,ETM+,Gs4,,,
17/07/2001,y,NA,ETM+,Reveg,,,
17/07/2001,y,NA,ETM+,Sval1,,,
02/08/2001,y,0.542,ETM+,Gs1,,,
02/08/2001,y,0.512,ETM+,Gs2,,,
02/08/2001,y,0.563,ETM+,Gs3,,,
02/08/2001,y,0.521,ETM+,Gs4,,,
02/08/2001,y,0.487,ETM+,Reveg,,,
02/08/2001,y,NA,ETM+,Sval1,,,
07/08/2001,y,NA,ETM+,As,,,
16/08/2001,y,NA,ETM+,As,,,
16/08/2001,y,NA,ETM+,Gs1,,,
16/08/2001,y,NA,ETM+,Gs2,,,
16/08/2001,y,NA,ETM+,Gs3,,,
16/08/2001,y,NA,ETM+,Gs4,,,
16/08/2001,y,NA,ETM+,Reveg,,,
16/08/2001,y,NA,ETM+,Sval1,,,
16/08/2001,y,NA,ETM+,Sval3,,,
16/08/2001,y,NA,ETM+,Sval6,,,
16/08/2001,y,NA,ETM+,Sval7,,,
16/08/2001,y,NA,ETM+,Sval8,,,
16/08/2001,y,NA,ETM+,Sval9,,,
18/08/2001,y,NA,ETM+,Gs1,,,
18/08/2001,y,NA,ETM+,Gs2,,,
18/08/2001,y,NA,ETM+,Gs3,,,
18/08/2001,y,NA,ETM+,Gs4,,,
18/08/2001,y,NA,ETM+,Reveg,,,
23/08/2001,y,NA,ETM+,As,,,
23/08/2001,y,NA,ETM+,Sval1,,,
23/08/2001,y,NA,ETM+,Sval3,,,
23/08/2001,y,NA,ETM+,Sval6,,,
23/08/2001,y,NA,ETM+,Sval7,,,
23/08/2001,y,NA,ETM+,Sval9,,,
01/09/2001,y,0.522,ETM+,Reveg,,,
01/09/2001,y,NA,ETM+,Sval1,,,
01/09/2001,y,0.446,ETM+,Sval3,,,
01/09/2001,y,0.46,ETM+,Sval6,,,
01/09/2001,y,0.454,ETM+,Sval7,,,
01/09/2001,y,0.469,ETM+,Sval8,,,
01/09/2001,y,0.397,ETM+,Sval9,,,
03/09/2001,y,NA,ETM+,Gs1,,,
03/09/2001,y,NA,ETM+,Gs2,,,
03/09/2001,y,NA,ETM+,Gs3,,,
03/09/2001,y,NA,ETM+,Gs4,,,
03/09/2001,y,NA,ETM+,Reveg,,,
08/09/2001,y,NA,ETM+,As,,,
08/09/2001,y,0.476,ETM+,Sval1,,,
08/09/2001,y,0.304,ETM+,Sval3,,,
08/09/2001,y,0.369,ETM+,Sval6,,,
08/09/2001,y,0.545,ETM+,Sval7,,,
08/09/2001,y,0.4,ETM+,Sval8,,,
08/09/2001,y,0.391,ETM+,Sval9,,,
10/09/2001,y,NA,ETM+,As,,,
10/09/2001,y,NA,ETM+,Gs1,,,
10/09/2001,y,NA,ETM+,Gs2,,,
10/09/2001,y,NA,ETM+,Gs3,,,
10/09/2001,y,NA,ETM+,Gs4,,,
10/09/2001,y,NA,ETM+,Reveg,,,
10/09/2001,y,NA,ETM+,Sval1,,,
10/09/2001,y,NA,ETM+,Sval3,,,
10/09/2001,y,NA,ETM+,Sval6,,,
10/09/2001,y,NA,ETM+,Sval7,,,
10/09/2001,y,NA,ETM+,Sval8,,,
10/09/2001,y,NA,ETM+,Sval9,,,
17/09/2001,y,0.551,ETM+,As,,,
17/09/2001,y,0.508,ETM+,Gs1,,,
17/09/2001,y,0.485,ETM+,Gs2,,,
17/09/2001,y,0.531,ETM+,Gs3,,,
17/09/2001,y,0.497,ETM+,Gs4,,,
17/09/2001,y,0.532,ETM+,Reveg,,,
17/09/2001,y,0.501,ETM+,Sval1,,,
17/09/2001,y,0.485,ETM+,Sval3,,,
17/09/2001,y,0.45,ETM+,Sval6,,,
17/09/2001,y,0.486,ETM+,Sval7,,,
17/09/2001,y,0.478,ETM+,Sval8,,,
17/09/2001,y,0.471,ETM+,Sval9,,,
19/09/2001,y,NA,ETM+,Gs1,,,
19/09/2001,y,NA,ETM+,Gs2,,,
19/09/2001,y,NA,ETM+,Gs3,,,
19/09/2001,y,NA,ETM+,Gs4,,,
19/09/2001,y,NA,ETM+,Reveg,,,
19/09/2001,y,NA,ETM+,Sval1,,,
24/09/2001,y,NA,ETM+,As,,,
26/09/2001,y,NA,ETM+,As,,,
26/09/2001,y,NA,ETM+,Gs1,,,
26/09/2001,y,NA,ETM+,Gs2,,,
26/09/2001,y,0.454,ETM+,Gs3,,,
26/09/2001,y,NA,ETM+,Gs4,,,
26/09/2001,y,NA,ETM+,Reveg,,,
26/09/2001,y,NA,ETM+,Sval3,,,
26/09/2001,y,NA,ETM+,Sval6,,,
26/09/2001,y,NA,ETM+,Sval7,,,
26/09/2001,y,NA,ETM+,Sval8,,,
26/09/2001,y,0.364,ETM+,Sval9,,,
12/10/2001,y,NA,ETM+,As,,,
12/10/2001,y,NA,ETM+,Gs1,,,
12/10/2001,y,NA,ETM+,Gs2,,,
12/10/2001,y,NA,ETM+,Gs3,,,
12/10/2001,y,NA,ETM+,Gs4,,,
12/10/2001,y,NA,ETM+,Reveg,,,
12/10/2001,y,NA,ETM+,Sval1,,,
12/10/2001,y,NA,ETM+,Sval3,,,
12/10/2001,y,NA,ETM+,Sval6,,,
12/10/2001,y,NA,ETM+,Sval7,,,
12/10/2001,y,NA,ETM+,Sval8,,,
12/10/2001,y,NA,ETM+,Sval9,,,
19/10/2001,y,NA,ETM+,As,,,
19/10/2001,y,NA,ETM+,Gs1,,,
19/10/2001,y,NA,ETM+,Gs2,,,
19/10/2001,y,NA,ETM+,Gs3,,,
19/10/2001,y,NA,ETM+,Gs4,,,
19/10/2001,y,NA,ETM+,Reveg,,,
19/10/2001,y,NA,ETM+,Sval1,,,
19/10/2001,y,NA,ETM+,Sval3,,,
19/10/2001,y,NA,ETM+,Sval6,,,
19/10/2001,y,NA,ETM+,Sval7,,,
19/10/2001,y,NA,ETM+,Sval8,,,
19/10/2001,y,NA,ETM+,Sval9,,,
26/10/2001,y,NA,ETM+,As,,,
06/11/2001,y,NA,ETM+,Gs1,,,
06/11/2001,y,NA,ETM+,Gs2,,,
06/11/2001,y,NA,ETM+,Gs3,,,
06/11/2001,y,NA,ETM+,Gs4,,,
06/11/2001,y,NA,ETM+,Reveg,,,
13/11/2001,y,NA,ETM+,As,,,
13/11/2001,y,NA,ETM+,Gs1,,,
13/11/2001,y,NA,ETM+,Gs2,,,
13/11/2001,y,NA,ETM+,Gs3,,,
13/11/2001,y,NA,ETM+,Gs4,,,
13/11/2001,y,NA,ETM+,Reveg,,,
13/11/2001,y,NA,ETM+,Sval1,,,
13/11/2001,y,NA,ETM+,Sval3,,,
13/11/2001,y,NA,ETM+,Sval6,,,
13/11/2001,y,NA,ETM+,Sval7,,,
13/11/2001,y,NA,ETM+,Sval8,,,
13/11/2001,y,NA,ETM+,Sval9,,,
05/03/2002,y,NA,ETM+,As,,,
05/03/2002,y,NA,ETM+,Gs1,,,
05/03/2002,y,NA,ETM+,Gs2,,,
05/03/2002,y,NA,ETM+,Gs3,,,
05/03/2002,y,NA,ETM+,Gs4,,,
05/03/2002,y,NA,ETM+,Reveg,,,
05/03/2002,y,NA,ETM+,Sval1,,,
05/03/2002,y,NA,ETM+,Sval3,,,
05/03/2002,y,NA,ETM+,Sval6,,,
05/03/2002,y,NA,ETM+,Sval7,,,
05/03/2002,y,NA,ETM+,Sval8,,,
05/03/2002,y,NA,ETM+,Sval9,,,
14/03/2002,y,NA,ETM+,Gs1,,,
14/03/2002,y,NA,ETM+,Gs2,,,
14/03/2002,y,NA,ETM+,Gs3,,,
14/03/2002,y,NA,ETM+,Gs4,,,
14/03/2002,y,NA,ETM+,Reveg,,,
19/03/2002,y,NA,ETM+,As,,,
19/03/2002,y,NA,ETM+,Gs1,,,
19/03/2002,y,NA,ETM+,Gs2,,,
19/03/2002,y,NA,ETM+,Gs3,,,
19/03/2002,y,NA,ETM+,Gs4,,,
19/03/2002,y,NA,ETM+,Reveg,,,
19/03/2002,y,NA,ETM+,Sval1,,,
19/03/2002,y,NA,ETM+,Sval3,,,
19/03/2002,y,NA,ETM+,Sval6,,,
19/03/2002,y,NA,ETM+,Sval7,,,
19/03/2002,y,NA,ETM+,Sval8,,,
19/03/2002,y,NA,ETM+,Sval9,,,
21/03/2002,y,NA,ETM+,As,,,
21/03/2002,y,NA,ETM+,Gs1,,,
21/03/2002,y,NA,ETM+,Gs2,,,
21/03/2002,y,NA,ETM+,Gs3,,,
21/03/2002,y,NA,ETM+,Gs4,,,
21/03/2002,y,NA,ETM+,Reveg,,,
21/03/2002,y,NA,ETM+,Sval1,,,
21/03/2002,y,NA,ETM+,Sval3,,,
21/03/2002,y,NA,ETM+,Sval6,,,
21/03/2002,y,NA,ETM+,Sval7,,,
21/03/2002,y,NA,ETM+,Sval8,,,
21/03/2002,y,NA,ETM+,Sval9,,,
06/04/2002,y,0.269,ETM+,As,,,
06/04/2002,y,0.25,ETM+,Gs1,,,
06/04/2002,y,0.225,ETM+,Gs2,,,
06/04/2002,y,0.255,ETM+,Gs3,,,
06/04/2002,y,0.232,ETM+,Gs4,,,
06/04/2002,y,0.301,ETM+,Reveg,,,
06/04/2002,y,0.34,ETM+,Sval1,,,
06/04/2002,y,0.192,ETM+,Sval3,,,
06/04/2002,y,0.084,ETM+,Sval6,,,
06/04/2002,y,0.174,ETM+,Sval7,,,
06/04/2002,y,0.071,ETM+,Sval8,,,
06/04/2002,y,NA,ETM+,Sval9,,,
13/04/2002,y,0.293,ETM+,As,,,
13/04/2002,y,NA,ETM+,Gs1,,,
13/04/2002,y,NA,ETM+,Gs2,,,
13/04/2002,y,NA,ETM+,Gs3,,,
13/04/2002,y,NA,ETM+,Gs4,,,
13/04/2002,y,NA,ETM+,Reveg,,,
13/04/2002,y,NA,ETM+,Sval1,,,
13/04/2002,y,NA,ETM+,Sval3,,,
13/04/2002,y,NA,ETM+,Sval6,,,
13/04/2002,y,NA,ETM+,Sval7,,,
13/04/2002,y,NA,ETM+,Sval8,,,
13/04/2002,y,NA,ETM+,Sval9,,,
06/05/2002,y,NA,ETM+,As,,,
06/05/2002,y,-0.005,ETM+,Sval1,,,
